Food Title,Author Name,Image URL,Recipe URL
Chow Chow Poricha Kootu Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/3-april/Chow_Chow_Poricha_Kootu_Recipe-2_400x320.jpg,https://www.archanaskitchen.com/chow-chow-kootu
"Cabbage, Bell Pepper and Apples with Sriracha Slaw Recipe",Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl_sunitha/Cabbage_Bell_Pepper_and_Apples_with_Sriracha_Slaw_Recipe__400x320.jpg,https://www.archanaskitchen.com/cabbage-bell-pepper-and-apples-with-sriracha-slaw-recipe
Amlechi Uddamethi Recipe - Goan Raw Mango Curry,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Raksha_Kamat/Amlechi_Uddamethi_Recipe_Goan_Raw_Mango_Curry_1_400x320.jpg,https://www.archanaskitchen.com/amlechi-uddamethi-recipe-goan-raw-mango-curry
Fennel Turmeric Walnut Soup With Apple And Raw Mango Recipe,Sujata Shukla,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Sujata_Shukla/Fennel_Turmeric_Walnut_Soup_with_Apple_and_Raw_Mango_400x320.jpg,https://www.archanaskitchen.com/fennel-turmeric-walnut-soup-with-apple-and-raw-mango-recipe
Chana Turai/Nenua Chana Sabzi Recipe (Ridge Gourd with Black Chana Recipe),Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl_sunitha/Chana_TuraiNenua_Chana_Sabzi_Recipe_Ridge_Gourd_with_Black_Chana_Recipe_400x320.jpg,https://www.archanaskitchen.com/chana-turai-nenua-chana-sabzi-recipe-ridge-gourd-with-black-chana-recipe
Zucchini Roll Up Lasagne Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Zucchini_Roll_Up_Lasagne_Recipe__400x320.jpg,https://www.archanaskitchen.com/zucchini-roll-up-lasagne-recipe
Cauliflower And Red Bell Pepper Stir Fry Recipe,Nithya Anantham,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Nithya_Anantham/Cauliflower_And_Red_Bell_Pepper_Stir_Fry_Recipe_400x320.jpg,https://www.archanaskitchen.com/cauliflower-and-red-bell-pepper-stir-fry-recipe
Goan Chana Ros Recipe (White Peas Curry),Raksha Kamat,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Raksha_Kamat/Goan_Chana_Ross_400x320.jpg,https://www.archanaskitchen.com/goan-chana-ros-recipe-white-peas-curry
Mix Vegetable Risotto Recipe,Madhuli Ajay,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/madhulia/Mix_vegetable_Risotto_400x320.jpg,https://www.archanaskitchen.com/mix-vegetable-risotto-recipe
Spinach and Banana Smoothie With Chia Seeds Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/0-Archana/Morphy_Richards_Total_Control_Blender_Spinach_Banana_Smoothie_With_Chia_Seeds_Recipe-1-2_400x320.jpg,https://www.archanaskitchen.com/spinach-and-banana-smoothie-recipe
"Beetroot, Aloo & Amaranth Leaves Sabzi Recipe",Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Beetroot_Aloo_Amarath_Leaves_Sabzi_recipe_6-2_400x320.jpg,https://www.archanaskitchen.com/beetroot-aloo-amaranth-leaves-subzi-recipe
Agathi Keerai Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Vegetables_Dry/Agathi_Keerai_Recipe-1_400x320.jpg,https://www.archanaskitchen.com/agathi-keerai-recipe
Classic Caesar Salad Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Classic_Ceaser_Salad_Recipe_6_400x320.jpg,https://www.archanaskitchen.com/classic-caesar-salad-recipe
Nawabi Mixed Vegetable Gravy Recipe,Nithya Anantham,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Nithya_Anantham/Nawabi_Mixed_Vegetables_Recipe_400x320.jpg,https://www.archanaskitchen.com/nawabi-mixed-vegetable-gravy-recipe
Vietnamese Style Banh It Tran Recipe (Mung Bean Dumpling),Priya Srinivasan,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Priya_Srinivasan/Banh_It_TranVietnamese_Mung_bean_Dumpling_400x320.jpg,https://www.archanaskitchen.com/banh-it-tran-vietnamese-mung-bean-dumpling
Karwar Style Dali Thoy Recipe - Toor dal Curry,Jyothi Rajesh,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/jyothir/Dali_Thoy_Karwar_Toor_dal_Curry_400x320.jpg,https://www.archanaskitchen.com/dali-thoy-recipe-karwar-style-toor-dal-curry
Tamil Nadu Style Potato Masiyal Recipe (South Indian Style Aloo Masala),Uma Raghuraman,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Uma_Raghuraman/Tamilnadu_Style_Poori_Masal__South_Indian_Aloo_Masala_for_Poori_400x320.jpg,https://www.archanaskitchen.com/tamil-nadu-style-potato-masal-south-indian-style-aloo-masala-recipe
Thai Style Sweet Khao Tom Recipe (Coconut Sticky Rice Stuffed with Banana and Steamed),Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl_sunitha/Thai_Style_Sweet_Khao_Tom_Recipe_Coconut_Sticky_Rice_Stuffed_with_Banana_and_Steamed_400x320.jpg,https://www.archanaskitchen.com/thai-style-sweet-khao-tom-recipe-coconut-sticky-rice-stuffed-with-banana-and-steamed
Bharwa Karela Makhani Recipe - Stuffed Karela Masala Gravy,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Bharwa_Karela_Masala_Recipe__Stuffed_Karela_In_Gravy__400x320.jpg,https://www.archanaskitchen.com/bharwa-karela-makhani-recipe-stuffed-karela-in-gravy
no-title,Deepti Jain,no-image,no-url
no-title,Suprabha S Matt,no-image,no-url
Lauki Aloo Sabzi Recipe - Bottle Gourd Potato Vegetable Curry,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Vegetables_Gravy/Lauki_Aloo_Sabzi_Bottlegourd_Potato_Curry_Vegetable_Recipe-1_400x320.jpg,https://www.archanaskitchen.com/lauki-aloo-sabzi-recipe-bottle-gourd-potato-vegetable-curry
Ratatouille With Fried Eggs Recipe,Karthika Gopalakrishnan,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Karthika_Gopalakrishnan/Ratatouille_with_Fried_Eggs_400x320.jpg,https://www.archanaskitchen.com/ratatouille-with-fried-eggs-recipe
no-title,Deepti Jain,no-image,no-url
no-title,Suprabha S Matt,no-image,no-url
Kerala Style duck curry with Coconut Milk Recipe,Akshay Nair P R,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Akshay-Nair-P.R/Duck_curry_with_coconut_milk_400x320.jpg,https://www.archanaskitchen.com/duck-curry-with-coconut-milk
Sweet & Spicy Soy Dipping Sauce Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/Sweet_and_Spicy_Soy_Dipping_Sauce_Recipe-14_400x320.jpg,https://www.archanaskitchen.com/sweet-spicy-soy-dipping-sauce-recipe
Olya Kaju Chi Amti Recipe - Malvani Cashew Nut Curry,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Rice/Olya_Kaju_Chi_Amti_Recipe_-_Malvani_Style_Cashew_Nut_Curry_With_Dal-1_400x320.jpg,https://www.archanaskitchen.com/olya-kaju-chi-amti-recipe-malvani-cashew-nut-curry
Homemade Summer Pasta Salad Recipe With Herbs,Vinaya Krishna,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Pastas_Pizzas/Homemade_Summer_Pasta_Salad_Recipe_With_Olives-1-2_400x320.jpg,https://www.archanaskitchen.com/homemade-summer-pasta-salad-recipe-with-olives
Ajwain Besan Ka Paratha Recipe (Masala Paratha),Pooja Thakur,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Pooja_Thakur/Ajwain_Besan_Ka_Paratha_Masala_Paratha_400x320.jpg,https://www.archanaskitchen.com/ajwain-besan-ka-paratha-recipe-masala-paratha
Roasted Carrot & Green Pepper Hummus Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Dips/roasted_Carrot_green_pepper_hummus_recipe_party_dips_400x320.jpg,https://www.archanaskitchen.com/roasted-carrot-green-pepper-hummus-recipe
Kashmiri Kulith Ki Dal Recipe - Horse Gram Dal Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/nithya.anantham/Kashmiri_Kulith_Dal_Recipe_Horsegram_Dal_Kollu-5_400x320.jpg,https://www.archanaskitchen.com/kashmiri-kulith-ki-dal-recipe-horse-gram-dal-recipe
Goat Cheese Crostini Recipe With Mint Pomegranate,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Appetizers/Goat_Cheese_Herb_Tart-1-2_400x320.jpg,https://www.archanaskitchen.com/goat-cheese-with-mint-pomegranate-on-crisp-bread-circles
Karnataka Style Harive Soppu Bendi Recipe (Amaranth Leaves Cooked in Coconut Broth),Nithya Anantham,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/nithya.anantham/Harive_Soppu_Bendi_Recipe_Karnataka_Style_Amaranth_Leaves_Cooked_in_Coconut_Broth_400x320.jpg,https://www.archanaskitchen.com/karnataka-style-harive-soppu-bendi-recipe-amaranth-leaves-cooked-in-coconut-broth
Sweet Potato & Oatmeal Kofta Curry (Non Fried),Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Vegetables_Gravy/Sweet_Potatoes_and_Oatmeal_Kofta_Curry_Recipe-2_400x320.jpg,https://www.archanaskitchen.com/non-fried-sweet-potato-and-oatmeal-kofta-curry
Broccoli Pesto Open Toast Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Sandwiches_Burgers_Wraps/Broccoli_Pesto_Open_Toast_Recipe-1_400x320.jpg,https://www.archanaskitchen.com/broccoli-pesto-open-toasts
Bhagar Recipe - Maharashtrian Style Spicy Barnyard Millet Pulao,Madhuli Ajay,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Madhuli_Ajay/Bhagar_Maharashtrain_style_spicy_Barnyard_Millet_400x320.jpg,https://www.archanaskitchen.com/bhagar-recipe-maharashtrian-style-spicy-barnyard-millet
Begun Bhaja Recipe (Bengali Style Spiced And Fried Aubergine Slices),Farrukh Aziz Ansari,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Farrukh_Aziz_Ansari/Begun_Bhaja_400x320.jpg,https://www.archanaskitchen.com/begun-bhaja
Kerala Style Taroo Root Curry Recipe (Colacasia),Madhuli Ajay,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Madhuli_Ajay/Kerala_style_Taro_root_curry_400x320.jpg,https://www.archanaskitchen.com/kerala-style-taroo-root-curry-recipe-colacasia
8 Ingredient Sugar Free Granola Parfait Recipe,Megha Joshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Chatori_Ladki/8_Ingredient_Sugar_Free_Granola_ParfaitDaily_Quick_Healthy_Breakfast_400x320.jpg,https://www.archanaskitchen.com/8-ingredient-sugar-free-granola-parfait-recipe
no-title,Archana Doshi,no-image,no-url
Roasted Vegetable Lasagna Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Pastas_Pizzas/Roasted_Vegetable_Lasagna_With_Ricotta_Cheese-1_400x320.jpg,https://www.archanaskitchen.com/roasted-mushroom-and-eggplant-lasagna-with-riccotta
Hyderabadi Khatti Dal Recipe (Hyderabadi Tangy Lentil Curry),Farrukh Aziz Ansari,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Farrukh_Aziz_Ansari/Hyderabadi_Khatti_Dal_400x320.jpg,https://www.archanaskitchen.com/hyderabadi-khatti-dal-recipe-hyderabadi-tangy-lentil-curry
Sweet Potato & Neem Leaves Vegetable Curry Recipe,Neeru Srikanth,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Neeru_Srikanth/Sweet_Potato__Neem_Vegetable_Curry_400x320.jpg,https://www.archanaskitchen.com/sweet-potato-neem-leaves-vegetable-curry-recipe
Khakhra Pizza Recipe With Cheese Spread & Roasted Vegetables,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Tea_Time_Snacks/Britannia_Peppy_Pizza_-_Peppy_Khakra_Pizza_Recipe-6_400x320.jpg,https://www.archanaskitchen.com/khakhra-pizza-recipe-whole-wheat-crisp-flatbread-pizza
"Mediterranean Stuffed Pepper Recipe (with Zucchini, Olives, Couscous & Feta)",Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Appetizers/Mediterranean_Stuffed_Pepper__Recipe_shutterstock_130086131_400x320.jpg,https://www.archanaskitchen.com/roasted-red-pepper-parcels
Goan Style Chicken Vindaloo With Vegetables,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Saffola_FitFoodie/1-Chicken_Vindaloo_Recipe_Saffola_Oats_Fit_Foodie-1_400x320.jpg,https://www.archanaskitchen.com/goan-style-chicken-vindaloo-with-vegetables
Chow Chow Poricha Kootu Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/3-april/Chow_Chow_Poricha_Kootu_Recipe-2_400x320.jpg,https://www.archanaskitchen.com/chow-chow-kootu
"Cabbage, Bell Pepper and Apples with Sriracha Slaw Recipe",Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl_sunitha/Cabbage_Bell_Pepper_and_Apples_with_Sriracha_Slaw_Recipe__400x320.jpg,https://www.archanaskitchen.com/cabbage-bell-pepper-and-apples-with-sriracha-slaw-recipe
Amlechi Uddamethi Recipe - Goan Raw Mango Curry,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Raksha_Kamat/Amlechi_Uddamethi_Recipe_Goan_Raw_Mango_Curry_1_400x320.jpg,https://www.archanaskitchen.com/amlechi-uddamethi-recipe-goan-raw-mango-curry
Fennel Turmeric Walnut Soup With Apple And Raw Mango Recipe,Sujata Shukla,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Sujata_Shukla/Fennel_Turmeric_Walnut_Soup_with_Apple_and_Raw_Mango_400x320.jpg,https://www.archanaskitchen.com/fennel-turmeric-walnut-soup-with-apple-and-raw-mango-recipe
Chana Turai/Nenua Chana Sabzi Recipe (Ridge Gourd with Black Chana Recipe),Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl_sunitha/Chana_TuraiNenua_Chana_Sabzi_Recipe_Ridge_Gourd_with_Black_Chana_Recipe_400x320.jpg,https://www.archanaskitchen.com/chana-turai-nenua-chana-sabzi-recipe-ridge-gourd-with-black-chana-recipe
Zucchini Roll Up Lasagne Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Zucchini_Roll_Up_Lasagne_Recipe__400x320.jpg,https://www.archanaskitchen.com/zucchini-roll-up-lasagne-recipe
Cauliflower And Red Bell Pepper Stir Fry Recipe,Nithya Anantham,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Nithya_Anantham/Cauliflower_And_Red_Bell_Pepper_Stir_Fry_Recipe_400x320.jpg,https://www.archanaskitchen.com/cauliflower-and-red-bell-pepper-stir-fry-recipe
Goan Chana Ros Recipe (White Peas Curry),Raksha Kamat,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Raksha_Kamat/Goan_Chana_Ross_400x320.jpg,https://www.archanaskitchen.com/goan-chana-ros-recipe-white-peas-curry
Mix Vegetable Risotto Recipe,Madhuli Ajay,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/madhulia/Mix_vegetable_Risotto_400x320.jpg,https://www.archanaskitchen.com/mix-vegetable-risotto-recipe
Spinach and Banana Smoothie With Chia Seeds Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/0-Archana/Morphy_Richards_Total_Control_Blender_Spinach_Banana_Smoothie_With_Chia_Seeds_Recipe-1-2_400x320.jpg,https://www.archanaskitchen.com/spinach-and-banana-smoothie-recipe
"Beetroot, Aloo & Amaranth Leaves Sabzi Recipe",Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2019/Beetroot_Aloo_Amarath_Leaves_Sabzi_recipe_6-2_400x320.jpg,https://www.archanaskitchen.com/beetroot-aloo-amaranth-leaves-subzi-recipe
Agathi Keerai Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Vegetables_Dry/Agathi_Keerai_Recipe-1_400x320.jpg,https://www.archanaskitchen.com/agathi-keerai-recipe
Classic Caesar Salad Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl-archanaskitchen.com/Classic_Ceaser_Salad_Recipe_6_400x320.jpg,https://www.archanaskitchen.com/classic-caesar-salad-recipe
Nawabi Mixed Vegetable Gravy Recipe,Nithya Anantham,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Nithya_Anantham/Nawabi_Mixed_Vegetables_Recipe_400x320.jpg,https://www.archanaskitchen.com/nawabi-mixed-vegetable-gravy-recipe
Vietnamese Style Banh It Tran Recipe (Mung Bean Dumpling),Priya Srinivasan,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Priya_Srinivasan/Banh_It_TranVietnamese_Mung_bean_Dumpling_400x320.jpg,https://www.archanaskitchen.com/banh-it-tran-vietnamese-mung-bean-dumpling
Karwar Style Dali Thoy Recipe - Toor dal Curry,Jyothi Rajesh,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/jyothir/Dali_Thoy_Karwar_Toor_dal_Curry_400x320.jpg,https://www.archanaskitchen.com/dali-thoy-recipe-karwar-style-toor-dal-curry
Tamil Nadu Style Potato Masiyal Recipe (South Indian Style Aloo Masala),Uma Raghuraman,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Uma_Raghuraman/Tamilnadu_Style_Poori_Masal__South_Indian_Aloo_Masala_for_Poori_400x320.jpg,https://www.archanaskitchen.com/tamil-nadu-style-potato-masal-south-indian-style-aloo-masala-recipe
Thai Style Sweet Khao Tom Recipe (Coconut Sticky Rice Stuffed with Banana and Steamed),Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sibyl_sunitha/Thai_Style_Sweet_Khao_Tom_Recipe_Coconut_Sticky_Rice_Stuffed_with_Banana_and_Steamed_400x320.jpg,https://www.archanaskitchen.com/thai-style-sweet-khao-tom-recipe-coconut-sticky-rice-stuffed-with-banana-and-steamed
Bharwa Karela Makhani Recipe - Stuffed Karela Masala Gravy,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/sneha-archanaskitchen.com/Bharwa_Karela_Masala_Recipe__Stuffed_Karela_In_Gravy__400x320.jpg,https://www.archanaskitchen.com/bharwa-karela-makhani-recipe-stuffed-karela-in-gravy
no-title,Deepti Jain,no-image,no-url
no-title,Suprabha S Matt,no-image,no-url
Lauki Aloo Sabzi Recipe - Bottle Gourd Potato Vegetable Curry,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Vegetables_Gravy/Lauki_Aloo_Sabzi_Bottlegourd_Potato_Curry_Vegetable_Recipe-1_400x320.jpg,https://www.archanaskitchen.com/lauki-aloo-sabzi-recipe-bottle-gourd-potato-vegetable-curry
Ratatouille With Fried Eggs Recipe,Karthika Gopalakrishnan,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Karthika_Gopalakrishnan/Ratatouille_with_Fried_Eggs_400x320.jpg,https://www.archanaskitchen.com/ratatouille-with-fried-eggs-recipe
no-title,Deepti Jain,no-image,no-url
no-title,Suprabha S Matt,no-image,no-url
Kerala Style duck curry with Coconut Milk Recipe,Akshay Nair P R,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Akshay-Nair-P.R/Duck_curry_with_coconut_milk_400x320.jpg,https://www.archanaskitchen.com/duck-curry-with-coconut-milk
Sweet & Spicy Soy Dipping Sauce Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/Sweet_and_Spicy_Soy_Dipping_Sauce_Recipe-14_400x320.jpg,https://www.archanaskitchen.com/sweet-spicy-soy-dipping-sauce-recipe
Olya Kaju Chi Amti Recipe - Malvani Cashew Nut Curry,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Rice/Olya_Kaju_Chi_Amti_Recipe_-_Malvani_Style_Cashew_Nut_Curry_With_Dal-1_400x320.jpg,https://www.archanaskitchen.com/olya-kaju-chi-amti-recipe-malvani-cashew-nut-curry
Homemade Summer Pasta Salad Recipe With Herbs,Vinaya Krishna,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Pastas_Pizzas/Homemade_Summer_Pasta_Salad_Recipe_With_Olives-1-2_400x320.jpg,https://www.archanaskitchen.com/homemade-summer-pasta-salad-recipe-with-olives
Ajwain Besan Ka Paratha Recipe (Masala Paratha),Pooja Thakur,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Pooja_Thakur/Ajwain_Besan_Ka_Paratha_Masala_Paratha_400x320.jpg,https://www.archanaskitchen.com/ajwain-besan-ka-paratha-recipe-masala-paratha
Roasted Carrot & Green Pepper Hummus Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Dips/roasted_Carrot_green_pepper_hummus_recipe_party_dips_400x320.jpg,https://www.archanaskitchen.com/roasted-carrot-green-pepper-hummus-recipe
Kashmiri Kulith Ki Dal Recipe - Horse Gram Dal Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/nithya.anantham/Kashmiri_Kulith_Dal_Recipe_Horsegram_Dal_Kollu-5_400x320.jpg,https://www.archanaskitchen.com/kashmiri-kulith-ki-dal-recipe-horse-gram-dal-recipe
Goat Cheese Crostini Recipe With Mint Pomegranate,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Appetizers/Goat_Cheese_Herb_Tart-1-2_400x320.jpg,https://www.archanaskitchen.com/goat-cheese-with-mint-pomegranate-on-crisp-bread-circles
Karnataka Style Harive Soppu Bendi Recipe (Amaranth Leaves Cooked in Coconut Broth),Nithya Anantham,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/nithya.anantham/Harive_Soppu_Bendi_Recipe_Karnataka_Style_Amaranth_Leaves_Cooked_in_Coconut_Broth_400x320.jpg,https://www.archanaskitchen.com/karnataka-style-harive-soppu-bendi-recipe-amaranth-leaves-cooked-in-coconut-broth
Sweet Potato & Oatmeal Kofta Curry (Non Fried),Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Vegetables_Gravy/Sweet_Potatoes_and_Oatmeal_Kofta_Curry_Recipe-2_400x320.jpg,https://www.archanaskitchen.com/non-fried-sweet-potato-and-oatmeal-kofta-curry
Broccoli Pesto Open Toast Recipe,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Sandwiches_Burgers_Wraps/Broccoli_Pesto_Open_Toast_Recipe-1_400x320.jpg,https://www.archanaskitchen.com/broccoli-pesto-open-toasts
Bhagar Recipe - Maharashtrian Style Spicy Barnyard Millet Pulao,Madhuli Ajay,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Madhuli_Ajay/Bhagar_Maharashtrain_style_spicy_Barnyard_Millet_400x320.jpg,https://www.archanaskitchen.com/bhagar-recipe-maharashtrian-style-spicy-barnyard-millet
Begun Bhaja Recipe (Bengali Style Spiced And Fried Aubergine Slices),Farrukh Aziz Ansari,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Farrukh_Aziz_Ansari/Begun_Bhaja_400x320.jpg,https://www.archanaskitchen.com/begun-bhaja
Kerala Style Taroo Root Curry Recipe (Colacasia),Madhuli Ajay,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Madhuli_Ajay/Kerala_style_Taro_root_curry_400x320.jpg,https://www.archanaskitchen.com/kerala-style-taroo-root-curry-recipe-colacasia
8 Ingredient Sugar Free Granola Parfait Recipe,Megha Joshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Chatori_Ladki/8_Ingredient_Sugar_Free_Granola_ParfaitDaily_Quick_Healthy_Breakfast_400x320.jpg,https://www.archanaskitchen.com/8-ingredient-sugar-free-granola-parfait-recipe
no-title,Archana Doshi,no-image,no-url
Roasted Vegetable Lasagna Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Pastas_Pizzas/Roasted_Vegetable_Lasagna_With_Ricotta_Cheese-1_400x320.jpg,https://www.archanaskitchen.com/roasted-mushroom-and-eggplant-lasagna-with-riccotta
Hyderabadi Khatti Dal Recipe (Hyderabadi Tangy Lentil Curry),Farrukh Aziz Ansari,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Farrukh_Aziz_Ansari/Hyderabadi_Khatti_Dal_400x320.jpg,https://www.archanaskitchen.com/hyderabadi-khatti-dal-recipe-hyderabadi-tangy-lentil-curry
Sweet Potato & Neem Leaves Vegetable Curry Recipe,Neeru Srikanth,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/1-Author/Neeru_Srikanth/Sweet_Potato__Neem_Vegetable_Curry_400x320.jpg,https://www.archanaskitchen.com/sweet-potato-neem-leaves-vegetable-curry-recipe
Khakhra Pizza Recipe With Cheese Spread & Roasted Vegetables,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/Indian_Tea_Time_Snacks/Britannia_Peppy_Pizza_-_Peppy_Khakra_Pizza_Recipe-6_400x320.jpg,https://www.archanaskitchen.com/khakhra-pizza-recipe-whole-wheat-crisp-flatbread-pizza
"Mediterranean Stuffed Pepper Recipe (with Zucchini, Olives, Couscous & Feta)",Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/World_Appetizers/Mediterranean_Stuffed_Pepper__Recipe_shutterstock_130086131_400x320.jpg,https://www.archanaskitchen.com/roasted-red-pepper-parcels
Goan Style Chicken Vindaloo With Vegetables,Archana's Kitchen,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Saffola_FitFoodie/1-Chicken_Vindaloo_Recipe_Saffola_Oats_Fit_Foodie-1_400x320.jpg,https://www.archanaskitchen.com/goan-style-chicken-vindaloo-with-vegetables
Chow Chow Poricha Kootu Recipe,Archana Doshi,https://www.archanaskitchen.com/imgcache/images/archanaskitchen/0-Archanas-Kitchen-Recipes/2017/3-april/Chow_Chow_Poricha_Kootu_Recipe-2_400x320.jpg,https://www.archanaskitchen.com/chow-chow-kootu
